img,pan_prob,pan_action,mean_dist,yol_prob,yol_action
001392,0.227,2,0,1.0,9
000294,0.58,2,0,1.0,9
000804,0.305,4,10.21183,0.743,5
000789,0.311,7,0,1.0,9
000151,0.55,2,22.32378,0.76,1
000359,0.6,2,0,1.0,9
000072,0.506,2,0.0,0.767,1
001197,0.23,3,0,1.0,9
001623,0.324,5,13.64629,0.82,1
001016,0.334,4,0,1.0,9
000342,0.547,2,0,1.0,9
001713,0.36,5,10.23622,0.521,5
001151,0.356,4,0,1.0,9
001119,0.285,4,0,1.0,9
000236,0.524,2,0.1118,0.427,5
000809,0.333,4,27.45879,0.876,3
001558,0.25,5,0,1.0,9
001552,0.338,5,0,1.0,9
001381,0.403,4,0,1.0,9
000668,0.204,3,2.24911,0.495,1
000986,0.34,4,31.05784,0.915,3
001541,0.298,5,0,1.0,9
000169,0.466,2,2.2102,0.855,1
000674,0.373,8,0,1.0,9
001686,0.248,7,12.20808,0.594,5
000902,0.318,4,33.57386,0.645,3
000836,0.357,4,0.0,0.359,5
000881,0.346,4,0.0,0.407,3
000167,0.555,2,17.842,0.95,1
001068,0.309,4,0,1.0,9
000388,0.544,2,17.02988,0.47,3
000571,0.756,8,3.27425,0.941,7
000597,0.401,2,5.52445,0.819,7
001639,0.284,3,4.9825,0.95,7
000821,0.351,4,0.0,0.436,3
001089,0.308,4,0,1.0,9
001264,0.384,4,0,1.0,9
000080,0.55,2,0.0,0.456,1
000260,0.494,2,0,1.0,9
001622,0.324,5,13.64629,0.82,1
001349,0.329,4,0,1.0,9
000735,0.55,2,0,1.0,9
001017,0.28,4,0,1.0,9
001520,0.266,5,8.62603,0.765,5
001638,0.363,5,3.20335,0.542,7
001533,0.291,7,0,1.0,9
001078,0.358,4,0,1.0,9
001628,0.37,5,0,1.0,9
000753,0.316,6,8.9465,0.48,3
001640,0.658,2,7.54981,0.725,7
001448,0.286,5,0.39528,0.488,5
001712,0.36,5,10.23622,0.521,5
001723,0.297,6,0.0,0.45,5
001026,0.291,4,0,1.0,9
000661,0.579,8,0,1.0,9
000113,0.544,2,53.85754,0.734,1
000875,0.348,4,0.0,0.456,5
000292,0.56,2,5.58088,0.541,3
000511,0.468,7,4.08205,0.901,7
001303,0.387,4,0.0,0.389,5
001032,0.34,4,0,1.0,9
001685,0.248,7,12.20808,0.594,5
000959,0.326,4,22.71055,0.941,3
000402,0.554,2,0,1.0,9
001710,0.28,5,13.75694,0.699,5
001523,0.28,5,3.86988,0.979,5
000552,0.723,8,18.61332,0.847,7
000356,0.194,3,0,1.0,9
000461,0.294,7,0,1.0,9
000651,0.388,8,0,1.0,9
000016,0.514,2,28.073,0.999,1
000354,0.606,2,0,1.0,9
001506,0.267,5,5.61039,0.949,5
000003,0.547,2,33.5825,0.78,1
001308,0.199,3,0,1.0,9
000431,0.575,2,9.46389,0.545,5
001096,0.427,4,0,1.0,9
001074,0.38,4,0,1.0,9
000848,0.274,3,22.67757,0.708,3
001048,0.389,4,0,1.0,9
001358,0.321,4,0,1.0,9
000936,0.236,3,18.8168,0.469,5
000711,0.33,2,4.93641,0.712,1
000316,0.505,2,0,1.0,9
000374,0.583,2,0,1.0,9
000234,0.583,2,0,1.0,9
000513,0.252,5,9.85111,0.608,7
000097,0.564,2,0.0,0.504,3
000238,0.54,2,0,1.0,9
001042,0.442,4,0,1.0,9
001313,0.34,4,0,1.0,9
000945,0.242,4,11.67145,0.459,5
000108,0.556,2,18.33207,0.778,1
000053,0.551,2,7.94306,0.765,1
001743,0.397,5,1.0,0.389,5
001183,0.381,4,0,1.0,9
001530,0.289,5,3.85268,0.9,5
001039,0.238,4,0,1.0,9
000507,0.321,7,0.0,0.529,3
001124,0.281,4,0,1.0,9
000182,0.54,2,24.37846,0.87,1
000054,0.551,2,7.94306,0.765,1
001510,0.245,5,2.90241,0.932,5
000206,0.512,2,17.9314,0.572,3
000960,0.245,3,13.3426,0.586,5
001099,0.397,4,0,1.0,9
000098,0.564,2,0.0,0.504,3
001220,0.303,4,6.57342,0.502,5
001037,0.342,4,0,1.0,9
001650,0.623,2,3.78456,0.714,7
000500,0.251,5,1.62001,0.456,7
001356,0.212,3,0,1.0,9
001218,0.208,3,6.76229,0.809,5
000703,0.254,3,0,1.0,9
001394,0.312,4,0,1.0,9
001642,0.281,5,8.52928,0.673,7
000534,0.46,8,5.44871,0.915,7
001453,0.393,5,3.03438,0.866,5
000245,0.476,2,0,1.0,9
000118,0.186,3,28.1708,0.964,1
001676,0.246,5,24.88622,0.754,5
001491,0.263,5,6.26667,0.962,5
001598,0.382,5,0,1.0,9
000998,0.314,4,0.68007,0.473,3
000645,0.462,8,2.85595,0.492,1
000287,0.561,2,0,1.0,9
000512,0.252,5,9.85111,0.608,7
001512,0.32,6,4.05822,0.503,5
000993,0.22,3,23.64188,0.755,5
001608,0.408,5,0,1.0,9
001487,0.338,5,14.64552,0.737,5
001562,0.335,5,0,1.0,9
000801,0.283,4,11.62362,0.895,5
000257,0.542,2,0,1.0,9
000185,0.627,2,29.70049,0.992,1
001466,0.319,7,7.44297,0.711,5
000759,0.289,7,0,1.0,9
000627,0.283,6,0,1.0,9
001178,0.352,4,0,1.0,9
001427,0.309,6,7.20351,0.443,5
000820,0.408,4,7.78621,0.43,5
000756,0.598,8,0,1.0,9
000555,0.275,6,1.42956,0.552,7
000368,0.546,2,0,1.0,9
001049,0.33,4,0,1.0,9
000229,0.542,2,0,1.0,9
000160,0.544,2,36.98007,0.677,1
000600,0.501,7,8.75467,0.906,7
000221,0.491,2,0.0,0.513,3
001295,0.337,4,0,1.0,9
001752,0.318,5,28.89874,0.548,3
001482,0.323,6,6.51247,0.655,5
000896,0.348,4,21.64424,0.79,5
000404,0.56,8,25.16605,0.889,1
001496,0.278,5,7.72459,0.947,5
001107,0.258,4,0,1.0,9
000391,0.434,2,1.52643,0.373,3
001336,0.299,4,0,1.0,9
000209,0.557,2,0,1.0,9
000477,0.412,8,2.91305,0.912,7
001274,0.286,4,7.20827,0.714,5
001486,0.252,7,7.602,0.984,5
001474,0.202,2,5.81814,0.857,5
000418,0.321,6,0.0,0.439,5
001066,0.384,4,0,1.0,9
000453,0.561,8,2.61431,0.99,7
001408,0.299,5,5.47807,0.494,5
001754,0.231,3,31.12339,0.675,3
000043,0.406,2,27.61065,0.978,1
000721,0.486,8,0,1.0,9
000346,0.289,2,0.0,0.373,3
001683,0.361,5,15.65008,0.451,5
000681,0.357,8,0,1.0,9
001569,0.224,3,0,1.0,9
000805,0.362,4,3.46771,0.656,5
001633,0.322,5,11.08434,0.857,7
001625,0.281,8,0,1.0,9
000349,0.594,2,0,1.0,9
001339,0.313,4,0,1.0,9
000814,0.384,4,18.39043,0.611,5
001184,0.361,4,0,1.0,9
000799,0.758,8,0,1.0,9
000662,0.289,7,0,1.0,9
001431,0.691,2,8.36514,0.998,5
001732,0.235,5,24.02802,0.815,3
001437,0.387,5,0.16771,0.377,5
001507,0.271,4,12.86157,0.448,5
000319,0.638,2,0,1.0,9
001403,0.327,4,0,1.0,9
001093,0.365,4,0,1.0,9
001059,0.358,4,0,1.0,9
001756,0.305,5,24.14566,0.536,5
001719,0.272,3,21.17486,0.574,3
000152,0.55,2,22.32378,0.76,1
001690,0.326,5,0.0,0.994,5
001549,0.26,2,0.55902,0.392,1
001199,0.318,4,1.60702,0.734,5
000317,0.543,2,0,1.0,9
000204,0.501,2,0,1.0,9
000323,0.551,2,4.27763,0.696,3
000447,0.686,8,13.86785,0.982,7
000172,0.55,2,9.73893,0.63,1
000210,0.356,2,0,1.0,9
001618,0.388,5,0,1.0,9
000693,0.461,8,0.0,0.387,1
000032,0.543,2,27.21208,0.865,1
000338,0.56,2,0,1.0,9
000786,0.597,8,0,1.0,9
000608,0.466,8,0,1.0,9
001566,0.335,6,0,1.0,9
001439,0.24,3,14.01146,0.983,5
001222,0.387,4,0,1.0,9
000585,0.297,7,0,1.0,9
001385,0.26,4,0,1.0,9
000583,0.248,7,1.96691,0.984,7
001003,0.348,4,0,1.0,9
000528,0.381,7,4.53213,0.91,7
001302,0.262,4,3.84254,0.869,5
001137,0.307,4,0,1.0,9
000489,0.346,7,1.25319,0.995,7
000880,0.372,4,1.08335,0.699,5
001696,0.218,3,8.05706,0.758,5
001159,0.411,4,0,1.0,9
000518,0.323,6,9.71802,0.781,7
000612,0.319,4,0,1.0,9
000140,0.498,2,52.9148,0.729,1
000311,0.484,2,0,1.0,9
000244,0.525,2,0,1.0,9
001267,0.366,4,0,1.0,9
001511,0.245,5,2.90241,0.932,5
001362,0.198,3,0,1.0,9
001055,0.279,4,0,1.0,9
000282,0.557,2,0,1.0,9
000384,0.471,2,0,1.0,9
001750,0.244,5,11.50499,0.797,5
001674,0.27,3,28.19252,0.723,3
001148,0.336,4,0,1.0,9
000595,0.472,7,2.31707,0.944,7
001508,0.271,4,12.86157,0.448,5
001033,0.331,4,0,1.0,9
001056,0.359,4,0,1.0,9
001373,0.337,4,0,1.0,9
001644,0.239,3,6.46495,0.952,7
001460,0.271,7,5.10131,0.862,5
000372,0.554,2,0.0,0.393,3
001173,0.243,3,5.25316,0.652,3
000235,0.537,2,0,1.0,9
001400,0.303,4,0,1.0,9
001024,0.41,4,0,1.0,9
001554,0.188,3,0,1.0,9
000314,0.368,2,0,1.0,9
000826,0.379,4,15.6484,0.674,3
000150,0.499,2,0.0,0.399,1
000663,0.289,7,0,1.0,9
000983,0.334,4,17.3656,0.983,3
001620,0.285,5,0,1.0,9
001653,0.277,5,9.29737,0.591,7
000407,0.529,2,0,1.0,9
001319,0.315,4,0,1.0,9
000379,0.433,2,0,1.0,9
001434,0.338,2,2.47554,0.501,5
001179,0.252,4,0.0,0.438,3
001102,0.371,4,0,1.0,9
001709,0.265,3,15.611,0.553,3
000176,0.533,2,0.0,0.439,1
001564,0.241,3,0,1.0,9
000991,0.215,4,19.33975,0.777,3
000558,0.301,5,7.89377,0.921,7
000211,0.535,2,0,1.0,9
001532,0.291,7,0,1.0,9
000437,0.307,6,3.13987,0.644,7
001034,0.332,4,0,1.0,9
000189,0.601,2,31.37837,0.999,1
000036,0.473,2,0.0,0.994,1
001410,0.349,6,0.0,0.6,5
001424,0.227,2,16.84658,0.82,5
001071,0.328,4,0,1.0,9
001109,0.289,4,0,1.0,9
001429,0.226,3,8.97602,0.482,5
000297,0.543,2,0,1.0,9
000275,0.458,2,0,1.0,9
001727,0.354,5,21.4319,0.426,3
001106,0.327,4,0,1.0,9
000111,0.456,2,47.47961,0.863,1
000891,0.292,4,7.555,0.971,3
000981,0.308,4,20.7049,0.543,5
001167,0.285,4,0,1.0,9
000777,0.265,7,5.50184,0.527,1
000615,0.278,5,2.78554,0.484,1
001304,0.325,4,0,1.0,9
001194,0.331,4,0,1.0,9
001666,0.249,7,5.17442,0.742,7
000965,0.348,4,19.26757,0.85,3
001688,0.261,5,15.12233,0.604,3
000103,0.555,2,28.55755,0.547,1
000853,0.369,4,0.0,0.397,5
001206,0.23,3,10.90987,0.69,5
000920,0.287,4,26.837,0.867,3
001126,0.411,4,0,1.0,9
001144,0.4,4,0,1.0,9
000226,0.517,2,0,1.0,9
000867,0.26,4,5.77519,0.984,5
001162,0.381,4,0,1.0,9
001629,0.279,3,0,1.0,9
000705,0.287,7,0,1.0,9
000905,0.351,4,24.10015,0.582,3
000548,0.28,7,1.64976,0.555,7
001464,0.264,3,16.97319,0.566,5
000939,0.254,4,18.80162,0.497,5
001751,0.244,5,11.50499,0.797,5
000005,0.461,2,31.2609,0.947,1
000215,0.502,2,0,1.0,9
001651,0.623,2,3.78456,0.714,7
001498,0.293,6,2.81015,0.562,5
001736,0.325,6,18.68295,0.726,5
000263,0.557,2,0,1.0,9
000603,0.297,7,0,1.0,9
001578,0.275,6,0,1.0,9
001372,0.369,4,0,1.0,9
001195,0.282,4,0,1.0,9
001416,0.326,6,8.76396,1.0,5
001211,0.308,4,2.47334,0.988,5
001046,0.348,4,0,1.0,9
001599,0.342,2,0.65,0.467,7
001080,0.28,4,0,1.0,9
001023,0.244,3,0,1.0,9
000470,0.602,8,10.11393,0.894,7
000143,0.539,2,20.4417,0.865,1
001413,0.388,6,18.19858,0.825,5
000321,0.338,2,0,1.0,9
001484,0.411,2,0.0,0.517,5
000394,0.47,2,0,1.0,9
000972,0.277,4,17.99986,0.743,5
000410,0.606,8,11.47883,0.707,1
000666,0.737,8,0,1.0,9
001412,0.388,6,18.19858,0.825,5
001594,0.281,2,0,1.0,9
001614,0.242,3,0,1.0,9
001020,0.239,4,0,1.0,9
001168,0.322,4,0,1.0,9
001154,0.302,4,0,1.0,9
001320,0.226,4,0,1.0,9
000166,0.544,2,0.0,0.468,1
000844,0.357,4,0.0,0.45,5
001248,0.195,3,1.73279,0.732,5
000609,0.466,8,0,1.0,9
001252,0.374,4,8.09225,0.48,5
000254,0.581,2,0,1.0,9
001272,0.233,4,5.25546,0.816,5
000088,0.567,2,31.72189,0.703,1
001452,0.393,5,3.03438,0.866,5
000291,0.531,2,0.0,0.362,3
000288,0.561,2,0,1.0,9
001365,0.235,2,0,1.0,9
001557,0.25,5,0,1.0,9
001147,0.357,4,0,1.0,9
001175,0.324,4,0,1.0,9
001070,0.328,4,0,1.0,9
001575,0.329,6,0,1.0,9
000989,0.293,4,0.0,0.825,3
000290,0.315,2,0,1.0,9
001711,0.28,5,13.75694,0.699,5
001471,0.321,5,10.21685,0.602,5
001060,0.216,4,0,1.0,9
001577,0.275,6,0,1.0,9
000963,0.251,4,24.3426,0.569,5
000307,0.552,2,0,1.0,9
000002,0.458,2,22.17847,0.951,1
000924,0.24,3,12.99058,0.59,5
000494,0.466,7,2.81049,0.941,7
001375,0.389,4,0,1.0,9
001076,0.39,4,0,1.0,9
001438,0.387,5,0.16771,0.377,5
000554,0.275,6,1.42956,0.552,7
000057,0.53,2,26.20209,0.962,1
000375,0.412,2,0,1.0,9
001314,0.242,4,0,1.0,9
000096,0.497,2,20.82225,0.945,1
001350,0.303,4,0,1.0,9
001573,0.337,5,0,1.0,9
001171,0.317,4,0,1.0,9
000308,0.552,2,0,1.0,9
001327,0.361,4,0,1.0,9
000727,0.724,8,0,1.0,9
000838,0.392,4,14.74118,0.545,3
001127,0.307,4,0,1.0,9
001473,0.245,2,9.482,0.466,5
000813,0.322,4,14.45069,0.649,5
000082,0.358,2,36.21775,0.905,1
001517,0.3,5,2.94581,0.651,5
001128,0.241,4,0,1.0,9
001193,0.297,4,0,1.0,9
001687,0.261,5,15.12233,0.604,3
000728,0.381,8,4.15262,0.513,1
000977,0.346,4,22.71631,0.966,3
001435,0.298,5,0,1.0,9
000822,0.217,3,9.6385,0.984,5
001477,0.281,5,3.40642,0.712,5
000390,0.332,2,0,1.0,9
001249,0.388,4,2.63561,0.379,5
000752,0.316,6,8.9465,0.48,3
001260,0.24,4,3.75879,0.83,5
001363,0.397,4,0,1.0,9
001497,0.293,6,2.81015,0.562,5
001011,0.353,4,0,1.0,9
000250,0.248,2,0,1.0,9
001005,0.216,3,0,1.0,9
001376,0.301,4,0,1.0,9
001086,0.34,4,3.93102,0.84,1
000145,0.467,2,24.66016,0.942,1
001318,0.388,4,0,1.0,9
000744,0.72,8,0,1.0,9
000715,0.654,8,0,1.0,9
001116,0.313,4,0.67082,0.418,3
001157,0.35,4,0,1.0,9
001216,0.383,4,9.55121,0.545,5
000392,0.555,2,0,1.0,9
000874,0.353,4,0.0,0.409,5
001546,0.303,5,0,1.0,9
000686,0.338,7,3.08569,0.522,1
001446,0.56,2,9.95034,0.634,5
001680,0.324,5,19.59658,0.747,5
000845,0.327,4,0.93417,0.423,5
001190,0.344,4,0,1.0,9
001418,0.403,5,8.80398,0.626,5
000095,0.421,2,35.47115,0.937,1
001138,0.399,4,0,1.0,9
001567,0.327,6,0,1.0,9
000908,0.343,4,3.99639,0.846,3
001655,0.66,2,5.66242,0.761,7
000436,0.307,6,3.13987,0.644,7
000833,0.364,4,9.48175,0.992,5
000859,0.434,4,13.96577,0.483,5
000883,0.437,4,0.0,0.55,3
001125,0.286,4,0,1.0,9
001241,0.296,4,0,1.0,9
000220,0.434,2,0,1.0,9
001337,0.304,4,0.0,0.371,3
000505,0.335,7,2.94114,0.926,7
000630,0.606,8,0,1.0,9
000218,0.546,2,0,1.0,9
000013,0.209,2,13.35712,0.832,1
000009,0.543,2,27.21208,0.865,1
001367,0.313,4,0,1.0,9
001593,0.338,5,0,1.0,9
000114,0.544,2,53.85754,0.734,1
000584,0.297,7,0,1.0,9
000217,0.546,2,0,1.0,9
001287,0.297,4,6.55388,0.609,5
001646,0.274,5,6.24306,0.496,7
000361,0.511,2,0,1.0,9
000186,0.431,2,53.12913,0.535,1
001514,0.232,3,0,1.0,9
001231,0.262,4,8.16413,0.487,5
001025,0.308,4,3.62802,0.752,1
000330,0.407,2,0,1.0,9
001285,0.289,4,0,1.0,9
000858,0.297,4,6.43078,0.891,5
001269,0.206,2,3.68005,0.905,5
000995,0.356,4,21.69342,0.524,3
001309,0.385,4,0,1.0,9
001233,0.203,3,2.75835,0.56,5
000348,0.563,2,0,1.0,9
000120,0.539,2,7.72112,0.445,1
000029,0.503,2,24.90185,0.842,1
000035,0.307,2,34.8689,0.852,1
001081,0.379,4,0,1.0,9
000643,0.48,8,0,1.0,9
000132,0.348,2,28.93484,0.346,1
001384,0.36,4,1.3,0.54,3
001142,0.359,4,0,1.0,9
001698,0.305,5,17.63583,0.604,3
001528,0.273,5,9.61593,0.929,5
001204,0.389,4,7.22524,0.674,5
000765,0.534,8,0,1.0,9
000081,0.301,2,19.11964,0.831,1
000033,0.385,2,39.94127,0.963,1
001556,0.271,5,0,1.0,9
001004,0.349,4,0,1.0,9
001624,0.254,3,0,1.0,9
000478,0.345,2,0,1.0,9
000256,0.327,2,0,1.0,9
000353,0.568,2,0,1.0,9
000698,0.294,6,0.42028,0.425,3
000334,0.481,2,0,1.0,9
001755,0.305,5,24.14566,0.536,5
000633,0.39,8,0,1.0,9
000300,0.395,2,0,1.0,9
000987,0.306,4,12.44171,0.679,5
001581,0.343,6,0,1.0,9
000310,0.365,2,0,1.0,9
000638,0.3,7,0,1.0,9
001545,0.303,5,0,1.0,9
001177,0.216,4,0,1.0,9
