000783,8
000138,1
001271,5
001155,4
001588,6
001414,5
000994,3
000455,7
000559,7
001432,5
001540,6
001377,6
000203,2
000358,2
000079,1
000357,2
001661,7
001072,4
000159,1
001531,5
001626,6
001668,7
000141,1
001607,6
000808,3
000343,2
001457,5
000174,1
000968,3
001392,6
000294,2
000804,3
000789,8
000151,1
000359,2
000072,1
001197,4
001623,6
001016,4
000342,2
001713,3
001151,4
001119,4
000236,2
000809,3
001558,6
001552,6
001381,6
000668,8
000986,3
001541,6
000169,1
000674,8
001686,3
000902,3
000836,3
000881,3
000167,1
001068,4
000388,2
000571,7
000597,7
001639,7
000821,3
001089,4
001264,5
000080,1
000260,2
001622,6
001349,6
000735,8
001017,4
001520,5
001638,7
001533,6
001078,4
001628,6
000753,8
001640,7
001448,5
001712,3
001723,3
001026,4
000661,8
000113,1
000875,3
000292,2
000511,7
001303,6
001032,4
001685,3
000959,3
000402,2
001710,3
001523,5
000552,7
000356,2
000461,7
000651,8
000016,1
000354,2
001506,5
000003,1
001308,6
000431,7
001096,4
001074,4
000848,3
001048,4
001358,6
000936,3
000711,8
000316,2
000374,2
000234,2
000513,7
000097,1
000238,2
001042,4
001313,6
000945,3
000108,1
000053,1
001743,3
001183,4
001530,5
001039,4
000507,7
001124,4
000182,1
000054,1
001510,5
000206,2
000960,3
001099,4
000098,1
001220,5
001037,4
001650,7
000500,7
001356,6
001218,5
000703,8
001394,6
001642,7
000534,7
001453,5
000245,2
000118,1
001676,3
001491,5
001598,6
000998,3
000645,8
000287,2
000512,7
001512,5
000993,3
001608,6
001487,5
001562,6
000801,3
000257,2
000185,1
001466,5
000759,8
000627,8
001178,4
001427,5
000820,3
000756,8
000555,7
000368,2
001049,4
000229,2
000160,1
000600,7
000221,2
001295,5
001752,3
001482,5
000896,3
000404,2
001496,5
001107,4
000391,2
001336,6
000209,2
000477,7
001274,5
001486,5
001474,5
000418,7
001066,4
000453,7
001408,5
001754,3
000043,1
000721,8
000346,2
001683,3
000681,8
001569,6
000805,3
001633,7
001625,6
000349,2
001339,6
000814,3
001184,4
000799,8
000662,8
001431,5
001732,3
001437,5
001507,5
000319,2
001403,6
001093,4
001059,4
001756,3
001719,3
000152,1
001690,3
001549,6
001199,4
000317,2
000204,2
000323,2
000447,7
000172,1
000210,2
001618,6
000693,8
000032,1
000338,2
000786,8
000608,8
001566,6
001439,5
001222,5
000585,7
001385,6
000583,7
001003,4
000528,7
001302,6
001137,4
000489,7
000880,3
001696,3
001159,4
000518,7
000612,8
000140,1
000311,2
000244,2
001267,5
001511,5
001362,6
001055,4
000282,2
000384,2
001750,3
001674,3
001148,4
000595,7
001508,5
001033,4
001056,4
001373,6
001644,7
001460,5
000372,2
001173,4
000235,2
001400,6
001024,4
001554,6
000314,2
000826,3
000150,1
000663,8
000983,3
001620,6
001653,7
000407,2
001319,6
000379,2
001434,5
001179,4
001102,4
001709,3
000176,1
001564,6
000991,3
000558,7
000211,2
001532,6
000437,7
001034,4
000189,1
000036,1
001410,5
001424,5
001071,4
001109,4
001429,5
000297,2
000275,2
001727,3
001106,4
000111,1
000891,3
000981,3
001167,4
000777,8
000615,8
001304,6
001194,4
001666,7
000965,3
001688,3
000103,1
000853,3
001206,5
000920,3
001126,4
001144,4
000226,2
000867,3
001162,4
001629,6
000705,8
000905,3
000548,7
001464,5
000939,3
001751,3
000005,1
000215,2
001651,7
001498,5
001736,3
000263,2
000603,8
001578,6
001372,6
001195,4
001416,5
001211,5
001046,4
001599,6
001080,4
001023,4
000470,7
000143,1
001413,5
000321,2
001484,5
000394,2
000972,3
000410,1
000666,8
001412,5
001594,6
001614,6
001020,4
001168,4
001154,4
001320,6
000166,1
000844,3
001248,5
000609,8
001252,5
000254,2
001272,5
000088,1
001452,5
000291,2
000288,2
001365,6
001557,6
001147,4
001175,4
001070,4
001575,6
000989,3
000290,2
001711,3
001471,5
001060,4
001577,6
000963,3
000307,2
000002,1
000924,3
000494,7
001375,6
001076,4
001438,5
000554,7
000057,1
000375,2
001314,6
000096,1
001350,6
001573,6
001171,4
000308,2
001327,6
000727,8
000838,3
001127,4
001473,5
000813,3
000082,1
001517,5
001128,4
001193,4
001687,3
000728,8
000977,3
001435,5
000822,3
001477,5
000390,2
001249,5
000752,8
001260,5
001363,6
001497,5
001011,4
000250,2
001005,4
001376,6
001086,4
000145,1
001318,6
000744,8
000715,8
001116,4
001157,4
001216,5
000392,2
000874,3
001546,6
000686,8
001446,5
001680,3
000845,3
001190,4
001418,5
000095,1
001138,4
001567,6
000908,3
001655,7
000436,7
000833,3
000859,3
000883,3
001125,4
001241,5
000220,2
001337,6
000505,7
000630,8
000218,2
000013,1
000009,1
001367,6
001593,6
000114,1
000584,7
000217,2
001287,5
001646,7
000361,2
000186,1
001514,5
001231,5
001025,4
000330,2
001285,5
000858,3
001269,5
000995,3
001309,6
001233,5
000348,2
000120,1
000029,1
000035,1
001081,4
000643,8
000132,1
001384,6
001142,4
001698,3
001528,5
001204,5
000765,8
000081,1
000033,1
001556,6
001004,4
001624,6
000478,7
000256,2
000353,2
000698,8
000334,2
001755,3
000633,8
000300,2
000987,3
001581,6
000310,2
000638,8
001545,6
001177,4
000517,7
001443,5
000207,2
001447,5
000577,7
001631,6
001716,3
000644,8
001254,5
001428,5
000147,1
000448,7
000473,7
001407,5
001521,5
000365,2
000322,2
001280,5
001299,5
001440,5
001741,3
001310,6
001746,3
001563,6
000692,8
001708,3
000888,3
001425,5
001547,6
001111,4
000782,8
001200,5
000631,8
000892,3
000879,3
000336,2
001340,6
000911,3
000865,3
001707,3
001092,4
001018,4
000800,3
001088,4
001570,6
000352,2
000856,3
000251,2
001176,4
001582,6
000313,2
001441,5
000429,7
000780,8
000134,1
001185,4
001328,6
001702,3
000852,3
000408,2
001612,6
001560,6
000639,8
000377,2
001069,4
000306,2
001043,4
001352,6
001008,4
000912,3
000034,1
000398,2
000397,2
001053,4
000225,2
000746,8
001114,4
001538,6
001463,5
001745,3
001476,5
000589,7
000165,1
001132,4
000355,2
000194,1
001391,6
001621,6
001744,3
001135,4
001543,6
000950,3
001397,6
000540,7
000549,7
000740,8
001753,3
001652,7
000331,2
000345,2
000935,3
001284,5
001490,5
001007,4
000459,7
001031,4
000535,7
001143,4
000201,2
000305,2
000243,2
000383,2
000171,1
000380,2
000971,3
000927,3
000762,8
000529,7
000675,8
001421,5
000107,1
000614,8
000490,7
000276,2
000253,2
000124,1
000042,1
001163,4
001525,5
000894,3
000625,8
001586,6
000047,1
000835,3
001329,6
000170,1
000197,1
000787,8
001660,7
000877,3
000974,3
000399,2
000443,7
000228,2
000454,7
001585,6
000776,8
000393,2
001456,5
000205,2
000216,2
001442,5
000673,8
000133,1
000660,8
000897,3
000915,3
001105,4
000543,7
001158,4
000997,3
001735,3
001000,4
000933,3
000525,7
001695,3
001671,7
000678,8
001398,6
001262,5
000699,8
000063,1
001472,5
000578,7
000889,3
000230,2
000642,8
000115,1
001237,5
001595,6
000435,7
000637,8
000878,3
001478,5
001101,4
001234,5
001462,5
000793,8
000360,2
001601,6
000984,3
001402,6
000241,2
000067,1
001411,5
000452,7
000137,1
001236,5
001703,3
000252,2
000460,7
001130,4
001613,6
001734,3
001210,5
000738,8
000007,1
000105,1
000259,2
000347,2
001323,6
001014,4
000285,2
001065,4
001465,5
001230,5
001729,3
001455,5
000672,8
001257,5
000769,8
000636,8
001682,3
000851,3
000269,2
001681,3
000868,3
000247,2
001153,4
000591,7
001382,6
001022,4
000476,7
001469,5
000051,1
001300,6
000669,8
001715,3
001217,5
000909,3
001238,5
000957,3
001348,6
000966,3
000680,8
001544,6
000441,7
000802,3
001315,6
001731,3
001324,6
000547,7
001214,5
000840,3
001278,5
001383,6
001388,6
000326,2
001704,3
001182,4
000139,1
000231,2
001747,3
000975,3
000038,1
001028,4
000485,7
001492,5
000301,2
000834,3
001202,5
000536,7
001082,4
000472,7
000798,8
001346,6
000918,3
000304,2
001317,6
000697,8
000619,8
001040,4
000594,7
000843,3
001187,4
000850,3
000839,3
001335,6
000373,2
001450,5
001415,5
000000,1
000855,3
000648,8
001396,6
000371,2
001675,3
000857,3
001603,6
001209,5
000089,1
001656,7
001405,6
001115,4
001203,5
001728,3
000684,8
001401,6
000400,2
001307,6
001602,6
001225,5
001600,6
000764,8
000626,8
000483,7
000829,3
000130,1
000190,1
001145,4
000084,1
000929,3
001597,6
000962,3
001196,4
001244,5
000624,8
000344,2
000482,7
000862,3
001263,5
000553,7
000382,2
001611,6
001592,6
001208,5
001073,4
001083,4
000022,1
001261,5
001468,5
001565,6
001501,5
000849,3
001333,6
001057,4
001419,5
001548,6
000679,8
001720,3
001561,6
000781,8
000091,1
000195,1
000296,2
000495,7
000537,7
001535,6
001370,6
000657,8
000709,8
001420,5
001038,4
000362,2
000930,3
000090,1
000242,2
001641,7
000396,2
001181,4
000524,7
000284,2
001251,5
001035,4
001467,5
001041,4
001140,4
000561,7
000378,2
001075,4
000632,8
001694,3
000428,7
001113,4
000386,2
000516,7
001504,5
001366,6
001630,6
001044,4
000268,2
000214,2
000279,2
000018,1
000656,8
000278,2
000112,1
001537,6
001637,7
001133,4
000008,1
001087,4
001670,7
001134,4
000283,2
001722,3
001691,3
000370,2
000339,2
001587,6
001449,5
000606,8
000416,7
000768,8
000570,7
000948,3
000315,2
001250,5
001635,7
001012,4
000953,3
001368,6
001739,3
001077,4
000364,2
000052,1
001654,7
000932,3
000996,3
000792,8
000261,2
001098,4
000893,3
000618,8
000077,1
000156,1
000926,3
000745,8
000978,3
001589,6
001488,5
000149,1
001422,5
001170,4
000074,1
